line,name,notes,objectid,url,boro_cd_count,boro_cd_unique,boro_cd_min,boro_cd_max,boro_cd_range,boro_cd_sum,boro_cd_mean,boro_cd_median,boro_cd_stddev,boro_cd_minority,boro_cd_majority,boro_cd_q1,boro_cd_q3,boro_cd_iqr,shape_area_count,shape_area_unique,shape_area_min,shape_area_max,shape_area_range,shape_area_sum,shape_area_mean,shape_area_median,shape_area_stddev,shape_area_minority,shape_area_majority,shape_area_q1,shape_area_q3,shape_area_iqr,shape_leng_count,shape_leng_unique,shape_leng_min,shape_leng_max,shape_leng_range,shape_leng_sum,shape_leng_mean,shape_leng_median,shape_leng_stddev,shape_leng_minority,shape_leng_majority,shape_leng_q1,shape_leng_q3,shape_leng_iqr
F-G,Smith - 9th Sts,"F,G-all times","375.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","306.000000","306.000000","0.000000","306.000000","306.000000","306.000000","0.000000","306.000000","306.000000","306.000000","306.000000","0.000000","1","1","85497477.959200","85497477.959200","0.000000","85497477.959200","85497477.959200","85497477.959200","0.000000","85497477.959200","85497477.959200","85497477.959200","85497477.959200","0.000000","1","1","82130.540159","82130.540159","0.000000","82130.540159","82130.540159","82130.540159","0.000000","82130.540159","82130.540159","82130.540159","82130.540159","0.000000"
F-G,Bergen St,"F,G-all times","376.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","302.000000","0.000000","1","1","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","79329421.101000","0.000000","1","1","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","74179.912504","0.000000"
N-R,Jay St - MetroTech,"N-nights, R-all other times","377.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","302.000000","0.000000","1","1","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","79329421.101000","0.000000","1","1","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","74179.912504","0.000000"
N-R,Court St,"N-nights, R-all other times","378.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","302.000000","0.000000","1","1","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","79329421.101000","0.000000","1","1","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","74179.912504","0.000000"
D-N-R,Prospect Ave,"D,N-nights, R-all other times","381.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","307.000000","307.000000","0.000000","307.000000","307.000000","307.000000","0.000000","307.000000","307.000000","307.000000","307.000000","0.000000","1","1","104130713.230000","104130713.230000","0.000000","104130713.230000","104130713.230000","104130713.230000","0.000000","104130713.230000","104130713.230000","104130713.230000","104130713.230000","0.000000","1","1","87416.959921","87416.959921","0.000000","87416.959921","87416.959921","87416.959921","0.000000","87416.959921","87416.959921","87416.959921","87416.959921","0.000000"
D-N-R,4th Av - 9th St,"D,N-nights, R-all other times","382.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","306.000000","306.000000","0.000000","306.000000","306.000000","306.000000","0.000000","306.000000","306.000000","306.000000","306.000000","0.000000","1","1","85497477.959200","85497477.959200","0.000000","85497477.959200","85497477.959200","85497477.959200","0.000000","85497477.959200","85497477.959200","85497477.959200","85497477.959200","0.000000","1","1","82130.540159","82130.540159","0.000000","82130.540159","82130.540159","82130.540159","0.000000","82130.540159","82130.540159","82130.540159","82130.540159","0.000000"
A-C,Liberty Ave,"A-nights, C-all other times","385.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","305.000000","305.000000","0.000000","305.000000","305.000000","305.000000","0.000000","305.000000","305.000000","305.000000","305.000000","0.000000","1","1","155482769.958000","155482769.958000","0.000000","155482769.958000","155482769.958000","155482769.958000","0.000000","155482769.958000","155482769.958000","155482769.958000","155482769.958000","0.000000","1","1","65109.210260","65109.210260","0.000000","65109.210260","65109.210260","65109.210260","0.000000","65109.210260","65109.210260","65109.210260","65109.210260","0.000000"
A-C,Broadway Junction,"A-all times, C-all times exc nights","386.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","316.000000","316.000000","0.000000","316.000000","316.000000","316.000000","0.000000","316.000000","316.000000","316.000000","316.000000","0.000000","1","1","51768906.895300","51768906.895300","0.000000","51768906.895300","51768906.895300","51768906.895300","0.000000","51768906.895300","51768906.895300","51768906.895300","51768906.895300","0.000000","1","1","32997.574980","32997.574980","0.000000","32997.574980","32997.574980","32997.574980","0.000000","32997.574980","32997.574980","32997.574980","32997.574980","0.000000"
N-R,59th St,"N,R-all times","387.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","307.000000","307.000000","0.000000","307.000000","307.000000","307.000000","0.000000","307.000000","307.000000","307.000000","307.000000","0.000000","1","1","104130713.230000","104130713.230000","0.000000","104130713.230000","104130713.230000","104130713.230000","0.000000","104130713.230000","104130713.230000","104130713.230000","104130713.230000","0.000000","1","1","87416.959921","87416.959921","0.000000","87416.959921","87416.959921","87416.959921","0.000000","87416.959921","87416.959921","87416.959921","87416.959921","0.000000"
N-R,45th St,"N-nights, R-all times, skips nights northbound","388.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","307.000000","307.000000","0.000000","307.000000","307.000000","307.000000","0.000000","307.000000","307.000000","307.000000","307.000000","0.000000","1","1","104130713.230000","104130713.230000","0.000000","104130713.230000","104130713.230000","104130713.230000","0.000000","104130713.230000","104130713.230000","104130713.230000","104130713.230000","0.000000","1","1","87416.959921","87416.959921","0.000000","87416.959921","87416.959921","87416.959921","0.000000","87416.959921","87416.959921","87416.959921","87416.959921","0.000000"
D-N-R,36th St,"D,N,R-all times","389.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","307.000000","307.000000","0.000000","307.000000","307.000000","307.000000","0.000000","307.000000","307.000000","307.000000","307.000000","0.000000","1","1","104130713.230000","104130713.230000","0.000000","104130713.230000","104130713.230000","104130713.230000","0.000000","104130713.230000","104130713.230000","104130713.230000","104130713.230000","0.000000","1","1","87416.959921","87416.959921","0.000000","87416.959921","87416.959921","87416.959921","0.000000","87416.959921","87416.959921","87416.959921","87416.959921","0.000000"
D,9th Ave,D-all times,"390.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","312.000000","312.000000","0.000000","312.000000","312.000000","312.000000","0.000000","312.000000","312.000000","312.000000","312.000000","0.000000","1","1","99525500.065500","99525500.065500","0.000000","99525500.065500","99525500.065500","99525500.065500","0.000000","99525500.065500","99525500.065500","99525500.065500","99525500.065500","0.000000","1","1","52245.830484","52245.830484","0.000000","52245.830484","52245.830484","52245.830484","0.000000","52245.830484","52245.830484","52245.830484","52245.830484","0.000000"
N-R,53rd St,"N-nights, R-all times, skips nights northbound","391.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","307.000000","307.000000","0.000000","307.000000","307.000000","307.000000","0.000000","307.000000","307.000000","307.000000","307.000000","0.000000","1","1","104130713.230000","104130713.230000","0.000000","104130713.230000","104130713.230000","104130713.230000","0.000000","104130713.230000","104130713.230000","104130713.230000","104130713.230000","0.000000","1","1","87416.959921","87416.959921","0.000000","87416.959921","87416.959921","87416.959921","0.000000","87416.959921","87416.959921","87416.959921","87416.959921","0.000000"
D,Ft Hamilton Pkwy,D-all times,"392.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","312.000000","312.000000","0.000000","312.000000","312.000000","312.000000","0.000000","312.000000","312.000000","312.000000","312.000000","0.000000","1","1","99525500.065500","99525500.065500","0.000000","99525500.065500","99525500.065500","99525500.065500","0.000000","99525500.065500","99525500.065500","99525500.065500","99525500.065500","0.000000","1","1","52245.830484","52245.830484","0.000000","52245.830484","52245.830484","52245.830484","0.000000","52245.830484","52245.830484","52245.830484","52245.830484","0.000000"
D-N-R,25th St,"D,N-nights, R-all other times","393.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","307.000000","307.000000","0.000000","307.000000","307.000000","307.000000","0.000000","307.000000","307.000000","307.000000","307.000000","0.000000","1","1","104130713.230000","104130713.230000","0.000000","104130713.230000","104130713.230000","104130713.230000","0.000000","104130713.230000","104130713.230000","104130713.230000","104130713.230000","0.000000","1","1","87416.959921","87416.959921","0.000000","87416.959921","87416.959921","87416.959921","0.000000","87416.959921","87416.959921","87416.959921","87416.959921","0.000000"
F-G,Carroll St,"F,G-all times","394.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","306.000000","306.000000","0.000000","306.000000","306.000000","306.000000","0.000000","306.000000","306.000000","306.000000","306.000000","0.000000","1","1","85497477.959200","85497477.959200","0.000000","85497477.959200","85497477.959200","85497477.959200","0.000000","85497477.959200","85497477.959200","85497477.959200","85497477.959200","0.000000","1","1","82130.540159","82130.540159","0.000000","82130.540159","82130.540159","82130.540159","0.000000","82130.540159","82130.540159","82130.540159","82130.540159","0.000000"
2-3,Hoyt St,"2-all times, 3-all times exc nights","405.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","302.000000","0.000000","1","1","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","79329421.101000","0.000000","1","1","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","74179.912504","0.000000"
2-3,Borough Hall,"2-all times, 3-all times exc nights","406.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","302.000000","0.000000","1","1","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","79329421.101000","0.000000","1","1","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","74179.912504","0.000000"
3-4,Nostrand Ave,"4-nights, 3-all other times","445.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","308.000000","308.000000","0.000000","308.000000","308.000000","308.000000","0.000000","308.000000","308.000000","308.000000","308.000000","0.000000","1","1","45592893.957000","45592893.957000","0.000000","45592893.957000","45592893.957000","45592893.957000","0.000000","45592893.957000","45592893.957000","45592893.957000","45592893.957000","0.000000","1","1","38229.602837","38229.602837","0.000000","38229.602837","38229.602837","38229.602837","0.000000","38229.602837","38229.602837","38229.602837","38229.602837","0.000000"
2-3,Clark St,"2-all times, 3-all times exc nights","446.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","302.000000","0.000000","1","1","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","79329421.101000","0.000000","1","1","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","74179.912504","0.000000"
A-C,Franklin Ave,"A-nights, C-all other times","447.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","303.000000","303.000000","0.000000","303.000000","303.000000","303.000000","0.000000","303.000000","303.000000","303.000000","303.000000","0.000000","1","1","79461359.640400","79461359.640400","0.000000","79461359.640400","79461359.640400","79461359.640400","0.000000","79461359.640400","79461359.640400","79461359.640400","79461359.640400","0.000000","1","1","36213.696037","36213.696037","0.000000","36213.696037","36213.696037","36213.696037","0.000000","36213.696037","36213.696037","36213.696037","36213.696037","0.000000"
A-C,Clinton - Washington Aves,"A-nights, C-all other times","448.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","302.000000","0.000000","1","1","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","79329421.101000","0.000000","1","1","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","74179.912504","0.000000"
F,York St,F-all times,"452.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","302.000000","0.000000","1","1","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","79329421.101000","0.000000","1","1","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","74179.912504","0.000000"
A-C,High St,"A-all times, C-all times exc nights","453.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","302.000000","0.000000","1","1","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","79329421.101000","0.000000","1","1","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","74179.912504","0.000000"
A-C,Lafayette Ave,"A-nights, C-all other times","454.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","302.000000","0.000000","1","1","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","79329421.101000","0.000000","1","1","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","74179.912504","0.000000"
2-5,President St,"2-all times, 5 weekdays","455.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","309.000000","309.000000","0.000000","309.000000","309.000000","309.000000","0.000000","309.000000","309.000000","309.000000","309.000000","0.000000","1","1","45326297.567800","45326297.567800","0.000000","45326297.567800","45326297.567800","45326297.567800","0.000000","45326297.567800","45326297.567800","45326297.567800","45326297.567800","0.000000","1","1","29944.474498","29944.474498","0.000000","29944.474498","29944.474498","29944.474498","0.000000","29944.474498","29944.474498","29944.474498","29944.474498","0.000000"
A-C-S,Euclid Ave,"S to Ozone Park-Lefferts Blvd-nights, C-all other times, A-all times","459.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","305.000000","305.000000","0.000000","305.000000","305.000000","305.000000","0.000000","305.000000","305.000000","305.000000","305.000000","0.000000","1","1","155482769.958000","155482769.958000","0.000000","155482769.958000","155482769.958000","155482769.958000","0.000000","155482769.958000","155482769.958000","155482769.958000","155482769.958000","0.000000","1","1","65109.210260","65109.210260","0.000000","65109.210260","65109.210260","65109.210260","0.000000","65109.210260","65109.210260","65109.210260","65109.210260","0.000000"
Q,Cortelyou Rd,Q-all times,"461.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","314.000000","314.000000","0.000000","314.000000","314.000000","314.000000","0.000000","314.000000","314.000000","314.000000","314.000000","0.000000","1","1","82175671.729600","82175671.729600","0.000000","82175671.729600","82175671.729600","82175671.729600","0.000000","82175671.729600","82175671.729600","82175671.729600","82175671.729600","0.000000","1","1","49291.791313","49291.791313","0.000000","49291.791313","49291.791313","49291.791313","0.000000","49291.791313","49291.791313","49291.791313","49291.791313","0.000000"
D-F-N-Q,Coney Island - Stillwell Av,"D,F,N,Q-all times","469.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","313.000000","313.000000","0.000000","313.000000","313.000000","313.000000","0.000000","313.000000","313.000000","313.000000","313.000000","0.000000","1","1","88195686.274800","88195686.274800","0.000000","88195686.274800","88195686.274800","88195686.274800","0.000000","88195686.274800","88195686.274800","88195686.274800","88195686.274800","0.000000","1","1","65821.875577","65821.875577","0.000000","65821.875577","65821.875577","65821.875577","0.000000","65821.875577","65821.875577","65821.875577","65821.875577","0.000000"
